imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt3086442,Goodnight Mommy,"Ich seh, Ich seh",2014,2015-01-08,"Horror, Mystery, Thriller",99,Austria,German,"Severin Fiala, Veronika Franz","Veronika Franz, Severin Fiala",Ulrich Seidl Film Produktion GmbH,"Lukas Schwarz, Elias Schwarz, Susanne Wuest, Hans Escher, Elfriede Schatz, Karl Purker, Georg Deliovsky, Christian Steindl, Christian Schatz, Erwin Schmalzbauer","Twin boys move to a new home with their mother after she has face changing cosmetic surgery, but under her bandages is someone the children don't recognize.",6.7,42153,,"$1,178,196","$2,193,474",81.0,211.0,282.0
tt3086582,Xiao shi dai 2: Qing mu shi dai,Xiao shi dai 2: Qing mu shi dai,2013,2013-08-30,"Drama, Romance",113,China,Mandarin,Jingming Guo,Jingming Guo,Desen International Media,"Mi Yang, Amber Kuo, Kai Ko, Rhydian Vaughan, Bea Hayden Kuo, Yi-Lin Sie, Cheney Chen, Shiping Cao, Carolyn Chen, Chao Jiang, Qinyun Jiang, Chen Li, Xinlong Li, Aaron C. Shang, Kiwi Shang","Set four years after the first movie, Lin Xiao, Lily, Nan Xiang, and Ruby, confront opportunities and challenges as their school days come to an end.",3.3,978,CNY 25000000,"$43,788","$47,289,937",40.0,3.0,
tt3087700,7 Pecados Rurais,7 Pecados Rurais,2013,2013-11-21,Comedy,97,Portugal,Portuguese,Nicolau Breyner,"Henrique Cardoso Dias, Frederico Pombares",Cinemate,"João Paulo Rodrigues, Pedro Alves, Alda Gomes, Melânia Gomes, Nicolau Breyner, Patrícia Tavares, José Raposo, Paulo Futre, Quim Barreiros, Rui Guerra, Fabiana Ferreira, Cátia Nunes",The annual festival of Curral de Moinas is ready. Quim and Zé are eager to meet their Lisbon cousins and have a party without limits. But God decides to interfere with their plans and give those two sinners a true moral lesson.,5.6,1209,,,"$2,292,724",,5.0,2.0
tt3087882,Mister Scrooge to See You,Mister Scrooge to See You,2013,2013-11-01,Adventure,117,USA,English,Steven F. Zambo,Steven F. Zambo,Salty Earth Pictures,"David Ruprecht, Matt Koester, Shannon Moore, Curt Backlund, William Beglinger, Nancy Ferdyn, Tyler L. Johnson, Jeff Johnstone, Daniel Koester, Torry Martin, Arlensiu Novelli, Rick Richter, Karen Spiegelberg, Chris Taylor, Ken T. Williams",One year after the classic Dickens' A Christmas Carol Ebenezer Scrooge finds himself on a new journey. Once again he is visited by Jacob Marley. This time Scrooge is sent on an adventure ...,4.5,129,"$195,000",,,,11.0,2.0
tt3087968,Adopting Trouble,Adopting Trouble,2016,2016-04-08,Comedy,98,USA,English,Lee Gardner,"Blake Casselman, Lee Gardner",Rare Legend Films,"Ryan Templeman, Heather Murdock, Ariana Escalante, Clint Vanderlinden, David Harris, Danny James, Bosco Edjamboya, Charan Prabhakar, Priscilla Poland, James C. Morris, Elizabeth Golden, Thomas J. Post, Leanna Pareja, Jaclyn Easton, Alix Maria Taulbee","Unable to have kids, Nick an ex-con and Maryann a hard core christian, resort to the extreme to become parents. They kidnap a woman going in for an abortion and force her to have her baby for them.",4.0,108,,,,,4.0,
tt3088084,Sukitte iinayo.,Sukitte iinayo.,2014,2014-07-12,"Drama, Romance",102,Japan,Japanese,Asako Hyuga,"Kanae Hazuki, Asako Hyuga",Shochiku,"Haruna Kawaguchi, Sôta Fukushi, Nanami Abe, Rika Adachi, Tomohiro Ichikawa, Tasuku Nagase, Rima Nishizaki, Alissa Yagi, Ryôsuke Yamamoto, Tôko Yano","About one gloomy girl named Mei who injures the most popular male student named Yamato. Somehow, Yamato likes Mei and one day, Yamato saves Mei from a stalker by kissing her. From that kiss, their love story begins.",6.4,979,,,"$10,047,557",,3.0,2.0
tt3088362,Los Flamencos,Los Flamencos,2013,2013-09-07,"Adventure, Comedy",88,Belgium,Dutch,Daniel Lambo,Daniel Lambo,Minds Meet,"Peter Van den Eede, Herwig Ilegems, Mark Verstraete, Koen De Bouw, Sien Eggers, Ben Segers, Philippe Geubels, Kim Hertogs, Steve Geerts, Eline Kuppens, Iwein Segers, Jos Geysels, Dirk Lavryssen, Ignace Cornelissen, Vital Baeken",Three small time criminal brothers plan a final heist before they are too old to do so.,5.3,280,,,"$200,627",,,1.0
tt3088580,Phantom,Phantom,2013,2013-07-01,Drama,76,France,Japanese,Jonathan Soler,Jonathan Soler,Ganko Films,"Yuki Fujita, Masato Tsujioka","In Tokyo, a girl and her boyfriend spend a night talking about their life, their precarious condition and their difficulties in earning a living, finding their place in the world, if they ever have one.",7.4,1167,,,,,14.0,25.0
tt3089326,Magical Girl,Magical Girl,2014,2014-10-17,"Drama, Thriller",127,"Spain, France",Spanish,Carlos Vermut,Carlos Vermut,Aquí y Allí Films,"José Sacristán, Marina Andruix, Raimundo de los Reyes, Lucía Pollán, Luis Bermejo, Alberto Chaves, Julián Génisson, Roser Pujol, Toña Medina, Marisol Membrillo, Bárbara Lennie, Israel Elejalde, Eva Llorach, David Pareja, Lourdes Verger","The father of a terminally ill girl is determined to grant his daughter's last wish, a ridiculously expensive collectors' costume from a Japanese TV series. The request will drive him into a journey within his city's dark underbelly.",7.3,5680,,,"$213,782",,14.0,64.0
tt3089630,Artemis Fowl,Artemis Fowl,2020,2020-06-12,"Adventure, Family, Fantasy",95,USA,"English, Italian",Kenneth Branagh,"Conor McPherson, Eoin Colfer",Walt Disney Pictures,"Michael Rouse, Racheal Ofori, Josh Gad, Ferdia Shaw, Simone Kirby, Joe O'Grady, Finian Duff Lennon, Grace Fincham, Toby Eden, Gerard Horan, Colin Farrell, Nonso Anozie, Emily Brockmann, Jessica Rhodes, Charlie Cameron","Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.",4.1,18079,,,,31.0,865.0,130.0
