imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt2084913,P.O.V. - A Cursed Film,POV: Norowareta firumu,2012,2012-02-18,Horror,92,Japan,Japanese,Norio Tsuruta,Norio Tsuruta,,"Yasuyuki Hirano, Haruna Kawaguchi, Takashi Kodama, Yasuto Kosuda, Yûki Mashita, Mayu Miura, Mirai Shida, Ami Shimazaki","As part of a show, Haruna and Mirai watch a ghost video submitted by a viewer, only to experience strange occurrences that later draw the crew to Haruna's school; the location of the taken video.",5.7,424,,,,,6.0,11.0
tt2084920,Pirivom Santhippom,Pirivom Santhippom,2008,2008-01-15,Family,151,India,Tamil,Karu Pazhaniappan,Karu Pazhaniappan,,"Cheran, Sneha, Jayaram, Mahadevan, 'Ganja' Karuppu, M.S. Bhaskar, Devadarshini Chetan, Sujatha Sivakumar, Mouli, T.K. Kala, Lakshmi Ramakrishnan, Bala Singh, Ilavarasu, Vinodhini, Jayalakshmi","Visalakshi (Sneha) is only daughter of her rich Chettiar parents living in Karaikudi. As per her wish, she is married off to Natesan (Cheran), an engineer working with the State Electricity...",6.2,114,INR 50000000,,"$27,632",,1.0,
tt2084934,Zombibi,Zombibi,2012,2012-02-16,"Comedy, Horror",90,Netherlands,Dutch,"Martijn Smits, Erwin van den Eshof",Tijs van Marle,Launch Works,"Yahya Gaier, Mimoun Ouled Radi, Gigi Ravelli, Sergio Hasselbaink, Uriah Arnhem, Noel Deelen, Nadia Poeschmann, Carlo Boszhard, Yesser Roshdy, Iliass Ojja, Frans van Deursen, Kees Boot, Wart Kamps, Tim Kamps, Loek Peters","The bizarre story takes place in Amsterdam-West, where a virus turns people into bloodthirsty zombies. Although much blood is flowing and many limbs chopped off, there is a lot to laugh at in this bizarre horror comedy.",4.9,1415,EUR 500000,,"$311,245",,13.0,42.0
tt2084957,The Antwerp Dolls,The Antwerp Dolls,2015,2015,"Action, Crime, Thriller",90,UK,English,Jake L. Reid,Jake L. Reid,Liberal Region Productions,"Jason Wing, Bruce Payne, Sean Cronin, Sebastien Foucan, Courtney Winston, Jermaine Curtis Liburd, Simon Pengelly, Ashley R Woods, Terence Anderson, Danny Cutler, Katya Greer, Nick Orchard, Manveer Sohal, Kate Davies-Speak, Tobias Jon","A ruthless businessman's payoff to the Belgian mafia is intercepted by his revenge-seeking former protegees, launching a deadly war of violence and double-dealing.",6.2,621,,,,,5.0,1.0
tt2084970,The Imitation Game,The Imitation Game,2014,2015-01-01,"Biography, Drama, Thriller",114,"UK, USA","English, German",Morten Tyldum,"Graham Moore, Andrew Hodges",Black Bear Pictures,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech, Matthew Beard, Charles Dance, Mark Strong, James Northcote, Tom Goodman-Hill, Steven Waddington, Ilan Goodman, Jack Tarlton, Alex Lawther, Jack Bannon","During World War II, the English mathematical genius",8.0,668033,"$14,000,000","$91,125,683","$233,555,708",73.0,845.0,489.0
tt2084977,The Scapegoat,The Scapegoat,2012,2012-09-09,Drama,108,UK,English,Charles Sturridge,"Daphne Du Maurier, Charles Sturridge",Island Pictures,"Matthew Rhys, Eileen Atkins, Anton Lesser, Jodhi May, Phoebe Nicholls, Alice Orr-Ewing, Andrew Scott, Sheridan Smith, Sylvie Testud, Pip Torrens, Ian Mercer, Eloise Webb, Julian Wadham, Richard Ridings, Roland Oliver","Set in 1952, as England prepares for the coronation, this movie tells the story of two very different men who have one thing in common - a face.",7.2,3948,,,,,20.0,4.0
tt2084989,Upstream Color,Upstream Color,2013,2013-08-30,"Drama, Sci-Fi",96,USA,English,Shane Carruth,Shane Carruth,erbp,"Amy Seimetz, Shane Carruth, Andrew Sensenig, Thiago Martins, Kathy Carruth, Meredith Burke, Andreon Watson, Ashton Miramontes, Myles McGee, Frank Mosley, Carolyn King, Kerry McCormick, Marco Antonio Rodriguez, Brina Palencia, Lynn Blackburn","A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",6.7,30920,"$50,000","$444,098","$587,174",81.0,172.0,277.0
tt2084997,Zabic bobra,Zabic bobra,2012,2014-03-21,"Action, Drama, Thriller",98,Poland,"Polish, Russian",Jan Jakub Kolski,Jan Jakub Kolski,Tramway Film Studio,"Eryk Lubos, Agnieszka Pawelkiewicz, Alexandra Michael, Marek Kasprzyk, Mariusz Bonaszewski, Mateusz Król, Daniel Misiewicz, Maciej A. Maciejewski, Kamil Pardo, Tomasz Pietryga, Kamil Sonta, Sylwester Zawadzki, Zuzanna Romanska, Bongos Romanski","Eryk, a soldier of special units fighting in Iraq and Afghanistan, returns to the country and sews up in the old family home. He must regenerate himself in anticipation of the next task. He...",5.2,170,,,,,,7.0
tt2085746,Anhey gorhey da daan,Anhey gorhey da daan,2011,2012-08-22,Drama,112,India,Punjabi,Gurvinder Singh,"Gurdial Singh, Gurdial Singh",National Film Development Corporation of India (NFDC),"Samuel John, Mal Singh, Serbjeet Kaur, Dharminder Kaur, Emmanuel Singh, Kulwinder Kaur, Lakha Singh, Gurinder Makna, Pran Nath, Sukhdev Singh, Major Singh, Ajmer Aulukh, Kanwaljeet Dhillon, Gurpreet Bhangu","A day in the life of a family in a village in Punjab as they deal with social and labor trials and inequities, leading to a night of a lunar eclipse.",7.1,226,,,,,4.0,8.0
tt2085752,Autumn Blood,Autumn Blood,2013,2014-09-10,"Drama, Thriller",100,"Austria, USA",English,Markus Blunder,"Stephen T. Barton, Markus Blunder",Dreamrunner Pictures,"Sophie Lowe, Maximilian Harnisch, Peter Stormare, Samuel Vauramo, Gustaf Skarsgård, Tim Morten Uhlenbrock, Annica McCrudden, George Lenz, Nelly Gschwandtner, Julia Dietze, Hansa Czypionka, Jonas Laux, Jacqueline Le Saunier, Hannah Payr, Elias Doblander","High in the mountains, two orphaned children keep their mother's death secret. They survive until the villagers destroy their innocence when they brutally assault the girl. Now, the siblings must protect each other to survive.",5.3,1689,,,"$4,024",41.0,34.0,50.0
